Empathy,Life struggles,Judgment calls,Cars,Psychology,Fantasy/Fairy tales,Weight,Compassion to animals,Friends versus money,Reading
1.0,4.0,4.0,1.0,5.0,5.0,0.4032258064516129,5.0,5.0,5.0
1.0,4.0,3.0,1.0,5.0,5.0,0.28225806451612906,4.0,3.0,5.0
1.0,5.0,5.0,1.0,4.0,5.0,0.7661290322580645,5.0,5.0,1.0
1.0,4.0,3.0,4.0,4.0,3.0,0.4838709677419355,5.0,4.0,1.0
1.0,4.0,3.0,2.0,4.0,5.0,0.3629032258064516,3.0,5.0,5.0
1.0,5.0,4.0,1.0,4.0,2.0,1.4919354838709677,2.0,3.0,3.0
0.0,3.0,4.0,5.0,1.0,2.0,1.653225806451613,3.0,3.0,2.0
1.0,2.0,3.0,2.0,4.0,3.0,0.7661290322580645,2.0,3.0,4.0
0.0,1.0,5.0,5.0,1.0,3.0,1.0887096774193548,2.0,3.0,3.0
1.0,1.0,3.0,5.0,3.0,3.0,1.7741935483870968,5.0,2.0,1.0
1.0,3.0,3.0,1.0,4.0,3.0,0.8870967741935484,3.0,5.0,4.0
1.0,4.0,5.0,2.0,3.0,5.0,0.5645161290322581,5.0,5.0,5.0
0.0,3.0,3.0,4.0,3.0,4.0,1.3709677419354838,3.0,3.0,2.0
1.0,4.0,4.0,4.0,5.0,5.0,0.967741935483871,5.0,5.0,5.0
1.0,1.0,5.0,3.0,3.0,5.0,1.1693548387096775,5.0,4.0,3.0
1.0,5.0,5.0,1.0,2.0,5.0,0.4435483870967742,5.0,4.0,2.0
1.0,5.0,5.0,1.0,5.0,5.0,0.6048387096774194,5.0,5.0,5.0
1.0,1.0,5.0,2.0,3.0,2.0,2.4193548387096775,5.0,5.0,2.0
0.0,5.0,2.0,1.0,3.0,4.0,0.7661290322580645,5.0,5.0,3.0
1.0,2.0,5.0,5.0,4.0,4.0,1.25,2.0,3.0,1.0
1.0,5.0,4.0,1.0,3.0,5.0,0.5645161290322581,3.0,5.0,3.0
1.0,4.0,4.0,1.0,2.0,3.0,0.7661290322580645,5.0,5.0,4.0
0.0,1.0,3.0,3.0,1.0,3.0,1.7741935483870968,2.0,4.0,1.0
1.0,5.0,4.0,5.0,5.0,5.0,0.6048387096774194,5.0,4.0,1.0
1.0,5.0,5.0,1.0,4.0,5.0,0.4032258064516129,4.0,4.0,5.0
1.0,5.0,5.0,1.0,3.0,3.0,1.3709677419354838,3.0,3.0,4.0
0.0,5.0,5.0,1.0,2.0,5.0,1.7741935483870968,5.0,5.0,5.0
1.0,4.0,3.0,2.0,4.0,4.0,1.1693548387096775,5.0,3.0,2.0
1.0,5.0,5.0,2.0,5.0,2.0,0.5241935483870968,5.0,5.0,3.0
1.0,3.0,5.0,1.0,3.0,4.0,0.5645161290322581,5.0,4.0,5.0
1.0,3.0,4.0,1.0,4.0,3.0,1.9758064516129032,5.0,5.0,4.0
0.0,3.0,2.0,4.0,4.0,5.0,0.7661290322580645,4.0,3.0,1.0
0.0,1.0,4.0,5.0,2.0,3.0,1.4919354838709677,3.0,5.0,2.0
1.0,3.0,5.0,3.0,2.0,5.0,1.25,4.0,3.0,5.0
1.0,1.0,5.0,5.0,1.0,4.0,1.5725806451612903,3.0,2.0,1.0
1.0,1.0,4.0,4.0,3.0,4.0,0.7661290322580645,3.0,5.0,5.0
1.0,2.0,2.0,2.0,2.0,1.0,0.5241935483870968,3.0,3.0,3.0
1.0,3.0,3.0,5.0,3.0,5.0,1.5725806451612903,5.0,4.0,2.0
1.0,4.0,5.0,2.0,2.0,5.0,0.7661290322580645,5.0,4.0,5.0
1.0,2.0,3.0,3.0,2.0,2.0,1.3306451612903225,3.0,3.0,1.0
1.0,3.0,3.0,5.0,4.0,4.0,1.3709677419354838,4.0,4.0,1.0
1.0,5.0,5.0,1.0,5.0,5.0,1.1290322580645162,4.0,3.0,5.0
1.0,4.0,4.0,4.0,3.0,3.0,0.4435483870967742,4.0,1.0,4.0
0.0,3.0,3.0,1.0,1.0,4.0,0.5645161290322581,3.0,3.0,2.0
0.0,2.0,4.0,1.0,2.0,3.0,1.6935483870967742,3.0,3.0,3.0
1.0,1.0,5.0,4.0,4.0,4.0,1.2096774193548387,5.0,5.0,3.0
0.0,2.0,5.0,5.0,1.0,2.0,0.6451612903225806,2.0,2.0,1.0
1.0,4.0,3.0,1.0,4.0,5.0,0.6451612903225806,3.0,5.0,5.0
1.0,2.0,3.0,2.0,3.0,1.0,2.2983870967741935,5.0,3.0,1.0
0.0,1.0,5.0,5.0,3.0,2.0,2.056451612903226,3.0,5.0,4.0
1.0,3.0,5.0,3.0,4.0,4.0,0.9274193548387096,5.0,5.0,5.0
0.0,5.0,5.0,5.0,4.0,4.0,1.2903225806451613,5.0,5.0,3.0
0.0,3.0,3.0,1.0,3.0,4.0,0.6854838709677419,5.0,3.0,5.0
1.0,1.0,4.0,2.0,2.0,3.0,0.6451612903225806,3.0,3.0,5.0
1.0,4.0,5.0,1.0,2.0,4.0,0.967741935483871,5.0,5.0,2.0
1.0,3.0,5.0,3.0,4.0,5.0,0.6854838709677419,4.0,4.0,5.0
1.0,5.0,3.0,4.0,5.0,5.0,0.4838709677419355,5.0,3.0,5.0
1.0,2.0,5.0,5.0,2.0,4.0,0.8870967741935484,4.0,3.0,3.0
0.0,4.0,3.0,1.0,1.0,2.0,0.3225806451612903,5.0,5.0,3.0
1.0,2.0,3.0,1.0,2.0,5.0,0.7661290322580645,5.0,4.0,5.0
0.0,4.0,4.0,3.0,4.0,4.0,1.7338709677419355,5.0,3.0,5.0
1.0,4.0,4.0,4.0,4.0,3.0,0.3629032258064516,5.0,5.0,5.0
1.0,1.0,3.0,2.0,2.0,4.0,4.395161290322581,2.0,1.0,2.0
1.0,3.0,4.0,3.0,2.0,4.0,0.5645161290322581,3.0,1.0,3.0
1.0,1.0,4.0,4.0,4.0,3.0,0.9274193548387096,5.0,2.0,3.0
1.0,1.0,5.0,2.0,5.0,5.0,1.9758064516129032,4.0,5.0,5.0
0.0,3.0,5.0,5.0,5.0,3.0,0.8467741935483871,3.0,3.0,3.0
1.0,4.0,4.0,1.0,2.0,3.0,0.4838709677419355,5.0,4.0,4.0
1.0,2.0,4.0,1.0,2.0,2.0,0.7661290322580645,4.0,4.0,1.0
0.0,1.0,5.0,4.0,2.0,5.0,1.4516129032258065,5.0,1.0,3.0
0.0,4.0,5.0,3.0,2.0,5.0,0.967741935483871,5.0,5.0,2.0
1.0,5.0,4.0,1.0,4.0,5.0,0.28225806451612906,5.0,4.0,1.0
1.0,4.0,5.0,1.0,3.0,5.0,1.1693548387096775,4.0,4.0,5.0
0.0,5.0,3.0,1.0,5.0,4.0,1.1693548387096775,5.0,5.0,2.0
0.0,4.0,5.0,2.0,1.0,3.0,0.5645161290322581,5.0,4.0,4.0
0.0,3.0,3.0,4.0,4.0,5.0,0.8870967741935484,3.0,3.0,4.0
1.0,3.0,2.0,1.0,3.0,4.0,1.0887096774193548,5.0,5.0,2.0
1.0,2.0,5.0,1.0,5.0,5.0,0.9274193548387096,5.0,4.0,4.0
0.0,5.0,2.0,2.0,2.0,5.0,0.4435483870967742,5.0,5.0,2.0
1.0,1.0,2.0,3.0,2.0,5.0,0.7661290322580645,5.0,4.0,2.0
1.0,3.0,4.0,1.0,2.0,4.0,1.0887096774193548,3.0,4.0,5.0
0.0,5.0,5.0,3.0,2.0,5.0,0.7661290322580645,5.0,3.0,1.0
0.0,5.0,5.0,1.0,4.0,5.0,0.8870967741935484,5.0,2.0,5.0
1.0,4.0,4.0,2.0,3.0,4.0,0.28225806451612906,3.0,3.0,5.0
0.0,1.0,2.0,2.0,1.0,4.0,1.3709677419354838,5.0,1.0,3.0
0.0,2.0,5.0,1.0,1.0,5.0,0.6854838709677419,5.0,4.0,5.0
1.0,3.0,4.0,3.0,4.0,3.0,0.7661290322580645,3.0,4.0,4.0
1.0,4.0,4.0,3.0,2.0,3.0,1.935483870967742,5.0,4.0,5.0
0.0,5.0,3.0,1.0,1.0,4.0,1.1693548387096775,3.0,5.0,1.0
0.0,1.0,3.0,5.0,5.0,3.0,1.7338709677419355,5.0,5.0,1.0
0.0,3.0,3.0,5.0,1.0,1.0,1.7741935483870968,5.0,4.0,1.0
1.0,2.0,5.0,5.0,4.0,3.0,1.5725806451612903,5.0,5.0,3.0
1.0,4.0,5.0,3.0,4.0,4.0,1.0483870967741935,5.0,4.0,4.0
1.0,4.0,3.0,4.0,1.0,3.0,1.1693548387096775,4.0,2.0,5.0
0.0,1.0,4.0,4.0,2.0,1.0,1.5725806451612903,2.0,2.0,1.0
1.0,2.0,3.0,3.0,2.0,5.0,0.0,4.0,4.0,5.0
0.0,3.0,3.0,5.0,2.0,5.0,2.379032258064516,3.0,4.0,3.0
0.0,1.0,5.0,4.0,3.0,5.0,1.7741935483870968,3.0,4.0,5.0
1.0,5.0,4.0,2.0,3.0,5.0,0.4435483870967742,4.0,4.0,4.0
1.0,5.0,3.0,1.0,5.0,4.0,0.6854838709677419,5.0,5.0,5.0
0.0,2.0,5.0,2.0,3.0,2.0,0.5241935483870968,3.0,3.0,1.0
0.0,4.0,2.0,5.0,1.0,1.0,0.7661290322580645,5.0,5.0,1.0
0.0,4.0,4.0,2.0,1.0,3.0,1.4112903225806452,3.0,3.0,5.0
1.0,1.0,4.0,1.0,2.0,3.0,0.7661290322580645,5.0,3.0,5.0
1.0,1.0,4.0,4.0,3.0,4.0,1.9758064516129032,5.0,4.0,3.0
1.0,4.0,5.0,1.0,3.0,3.0,0.8870967741935484,3.0,5.0,4.0
1.0,3.0,3.0,1.0,1.0,2.0,0.967741935483871,5.0,1.0,3.0
1.0,4.0,4.0,2.0,2.0,3.0,0.5241935483870968,3.0,4.0,4.0
0.0,4.0,4.0,4.0,2.0,5.0,0.7661290322580645,4.0,1.0,1.0
1.0,2.0,5.0,5.0,1.0,4.0,3.3870967741935485,5.0,4.0,2.0
1.0,5.0,4.0,2.0,4.0,4.0,0.5645161290322581,4.0,5.0,2.0
0.0,2.0,4.0,1.0,1.0,3.0,1.3306451612903225,1.0,4.0,1.0
0.0,2.0,5.0,1.0,1.0,5.0,0.28225806451612906,5.0,4.0,2.0
1.0,3.0,5.0,1.0,4.0,5.0,0.3225806451612903,3.0,1.0,5.0
0.0,1.0,4.0,2.0,4.0,2.0,1.0080645161290323,5.0,3.0,2.0
1.0,3.0,4.0,4.0,1.0,5.0,1.4516129032258065,3.0,4.0,4.0
1.0,4.0,5.0,1.0,2.0,5.0,0.5645161290322581,5.0,3.0,4.0
1.0,5.0,5.0,1.0,5.0,5.0,0.16129032258064516,5.0,3.0,5.0
1.0,2.0,4.0,4.0,3.0,2.0,1.5725806451612903,4.0,3.0,3.0
1.0,4.0,3.0,1.0,2.0,5.0,0.967741935483871,2.0,5.0,5.0
1.0,2.0,4.0,5.0,2.0,3.0,1.3709677419354838,5.0,3.0,1.0
1.0,4.0,5.0,1.0,4.0,5.0,1.4516129032258065,3.0,5.0,5.0
1.0,2.0,4.0,3.0,4.0,5.0,1.653225806451613,5.0,3.0,4.0
0.0,2.0,3.0,4.0,3.0,5.0,1.7338709677419355,4.0,5.0,1.0
0.0,5.0,5.0,1.0,2.0,4.0,0.967741935483871,5.0,2.0,4.0
1.0,5.0,5.0,1.0,5.0,5.0,0.3629032258064516,3.0,4.0,5.0
0.0,2.0,5.0,2.0,4.0,4.0,1.2096774193548387,5.0,2.0,4.0
1.0,3.0,5.0,2.0,3.0,5.0,0.6451612903225806,5.0,3.0,5.0
1.0,1.0,3.0,4.0,5.0,2.0,1.653225806451613,4.0,3.0,1.0
1.0,3.0,4.0,1.0,1.0,3.0,0.3629032258064516,4.0,5.0,2.0
1.0,1.0,5.0,1.0,4.0,2.0,0.7661290322580645,4.0,4.0,4.0
1.0,5.0,5.0,2.0,5.0,5.0,1.1693548387096775,3.0,1.0,5.0
0.0,5.0,4.0,2.0,2.0,4.0,0.7258064516129032,5.0,3.0,4.0
0.0,5.0,3.0,2.0,3.0,2.0,1.5725806451612903,4.0,4.0,3.0
0.0,4.0,3.0,5.0,3.0,3.0,1.4516129032258065,5.0,1.0,3.0
1.0,4.0,5.0,1.0,4.0,3.0,1.4112903225806452,5.0,1.0,5.0
1.0,2.0,3.0,1.0,5.0,4.0,0.7661290322580645,4.0,4.0,2.0
1.0,3.0,5.0,2.0,3.0,5.0,1.3306451612903225,5.0,3.0,4.0
0.0,3.0,4.0,1.0,3.0,4.0,0.8870967741935484,5.0,4.0,5.0
1.0,4.0,4.0,2.0,5.0,5.0,0.8467741935483871,5.0,4.0,3.0
1.0,4.0,5.0,1.0,4.0,2.0,1.1693548387096775,5.0,5.0,5.0
1.0,2.0,4.0,5.0,3.0,4.0,0.3629032258064516,4.0,5.0,3.0
1.0,3.0,2.0,2.0,2.0,4.0,0.7661290322580645,5.0,4.0,1.0
1.0,1.0,3.0,1.0,4.0,3.0,1.0887096774193548,2.0,3.0,1.0
0.0,1.0,1.0,5.0,2.0,5.0,0.967741935483871,5.0,5.0,1.0
1.0,5.0,4.0,4.0,4.0,4.0,1.1693548387096775,3.0,4.0,5.0
0.0,2.0,4.0,5.0,2.0,4.0,1.25,5.0,1.0,1.0
1.0,2.0,4.0,1.0,5.0,4.0,1.653225806451613,5.0,3.0,4.0
0.0,1.0,5.0,5.0,2.0,1.0,1.9758064516129032,2.0,5.0,2.0
0.0,2.0,2.0,2.0,3.0,4.0,1.7741935483870968,1.0,5.0,2.0
0.0,4.0,3.0,2.0,3.0,5.0,0.8870967741935484,5.0,3.0,4.0
1.0,3.0,5.0,1.0,4.0,4.0,2.5806451612903225,2.0,5.0,4.0
0.0,2.0,1.0,1.0,4.0,3.0,1.3306451612903225,1.0,3.0,5.0
1.0,5.0,5.0,2.0,2.0,5.0,0.4838709677419355,4.0,5.0,3.0
1.0,3.0,4.0,2.0,4.0,3.0,2.379032258064516,4.0,3.0,3.0
1.0,5.0,5.0,2.0,4.0,4.0,0.8870967741935484,5.0,3.0,5.0
0.0,4.0,4.0,4.0,5.0,3.0,0.7661290322580645,4.0,5.0,4.0
1.0,2.0,3.0,5.0,3.0,3.0,0.28225806451612906,4.0,5.0,2.0
1.0,4.0,5.0,4.0,3.0,4.0,0.5645161290322581,5.0,3.0,5.0
1.0,5.0,4.0,2.0,5.0,5.0,0.5645161290322581,5.0,3.0,5.0
0.0,1.0,5.0,4.0,3.0,3.0,1.6129032258064515,3.0,3.0,2.0
1.0,2.0,4.0,4.0,2.0,2.0,1.4516129032258065,2.0,4.0,3.0
1.0,1.0,5.0,5.0,2.0,5.0,1.1693548387096775,5.0,4.0,3.0
1.0,4.0,5.0,4.0,4.0,5.0,1.0887096774193548,4.0,5.0,1.0
0.0,3.0,5.0,5.0,3.0,3.0,1.8951612903225807,3.0,1.0,1.0
0.0,1.0,3.0,5.0,5.0,2.0,1.0483870967741935,1.0,5.0,3.0
1.0,5.0,5.0,3.0,4.0,5.0,0.7258064516129032,5.0,5.0,2.0
1.0,2.0,3.0,1.0,1.0,5.0,0.3629032258064516,1.0,5.0,1.0
0.0,5.0,5.0,1.0,2.0,4.0,0.8870967741935484,5.0,5.0,3.0
0.0,3.0,3.0,3.0,3.0,3.0,2.056451612903226,4.0,3.0,1.0
1.0,5.0,4.0,1.0,4.0,5.0,0.6048387096774194,5.0,5.0,5.0
1.0,4.0,4.0,4.0,3.0,5.0,1.1693548387096775,5.0,5.0,5.0
0.0,2.0,3.0,1.0,2.0,5.0,0.8064516129032258,4.0,3.0,4.0
1.0,2.0,4.0,2.0,5.0,5.0,1.4919354838709677,5.0,3.0,5.0
1.0,4.0,4.0,2.0,5.0,3.0,1.0080645161290323,5.0,5.0,5.0
1.0,3.0,5.0,4.0,5.0,4.0,0.7661290322580645,5.0,5.0,2.0
1.0,1.0,5.0,5.0,5.0,1.0,0.7661290322580645,1.0,3.0,5.0
0.0,3.0,4.0,3.0,3.0,5.0,2.782258064516129,3.0,4.0,2.0
0.0,4.0,3.0,2.0,4.0,5.0,0.6854838709677419,2.0,3.0,5.0
0.0,3.0,2.0,3.0,2.0,5.0,1.5725806451612903,3.0,2.0,2.0
1.0,4.0,5.0,1.0,4.0,4.0,0.7661290322580645,4.0,3.0,4.0
1.0,1.0,3.0,3.0,2.0,4.0,0.7661290322580645,4.0,3.0,2.0
1.0,2.0,3.0,5.0,2.0,3.0,1.2903225806451613,5.0,5.0,2.0
1.0,1.0,5.0,3.0,4.0,3.0,1.2096774193548387,5.0,5.0,1.0
0.0,5.0,2.0,1.0,2.0,5.0,0.6048387096774194,2.0,5.0,5.0
1.0,1.0,5.0,5.0,5.0,5.0,0.7661290322580645,5.0,5.0,1.0
1.0,5.0,4.0,1.0,2.0,4.0,0.28225806451612906,4.0,4.0,3.0
0.0,1.0,3.0,5.0,1.0,3.0,1.6935483870967742,3.0,3.0,3.0
0.0,1.0,4.0,1.0,4.0,3.0,1.1693548387096775,2.0,3.0,4.0
0.0,2.0,4.0,4.0,3.0,5.0,0.28225806451612906,2.0,4.0,5.0
0.0,1.0,5.0,5.0,3.0,5.0,1.653225806451613,1.0,1.0,4.0
0.0,1.0,4.0,5.0,3.0,2.0,0.9274193548387096,4.0,4.0,4.0
0.0,1.0,5.0,5.0,4.0,4.0,1.2096774193548387,3.0,1.0,1.0
1.0,1.0,4.0,3.0,4.0,3.0,1.5725806451612903,5.0,4.0,2.0
1.0,2.0,4.0,3.0,4.0,3.0,1.653225806451613,5.0,2.0,4.0
1.0,4.0,5.0,2.0,2.0,5.0,1.0483870967741935,5.0,4.0,5.0
1.0,4.0,4.0,2.0,3.0,3.0,0.5645161290322581,5.0,2.0,5.0
1.0,3.0,2.0,3.0,3.0,3.0,1.532258064516129,5.0,3.0,2.0
1.0,4.0,4.0,3.0,4.0,2.0,0.7661290322580645,5.0,4.0,5.0
1.0,3.0,3.0,1.0,2.0,2.0,0.3629032258064516,5.0,4.0,2.0
1.0,3.0,4.0,1.0,5.0,2.0,1.5725806451612903,5.0,4.0,1.0
0.0,4.0,4.0,4.0,4.0,2.0,2.903225806451613,3.0,5.0,1.0
1.0,4.0,3.0,5.0,2.0,5.0,0.967741935483871,5.0,3.0,1.0
1.0,3.0,4.0,2.0,5.0,5.0,1.1693548387096775,5.0,5.0,3.0
1.0,3.0,4.0,2.0,4.0,3.0,1.6129032258064515,2.0,3.0,1.0
1.0,5.0,3.0,1.0,2.0,4.0,0.3225806451612903,4.0,5.0,4.0
1.0,2.0,4.0,2.0,4.0,5.0,1.0483870967741935,5.0,4.0,4.0
1.0,4.0,3.0,5.0,2.0,3.0,1.6935483870967742,5.0,5.0,4.0
1.0,2.0,2.0,5.0,4.0,2.0,0.8870967741935484,2.0,3.0,5.0
1.0,3.0,4.0,1.0,4.0,2.0,0.8870967741935484,2.0,5.0,5.0
0.0,2.0,2.0,5.0,1.0,1.0,1.4919354838709677,5.0,5.0,1.0
1.0,2.0,5.0,3.0,4.0,4.0,0.4838709677419355,2.0,2.0,3.0
1.0,2.0,4.0,3.0,4.0,5.0,1.7741935483870968,4.0,3.0,4.0
1.0,3.0,5.0,3.0,4.0,5.0,0.4435483870967742,5.0,3.0,1.0
1.0,4.0,4.0,1.0,5.0,5.0,0.7661290322580645,5.0,4.0,5.0
1.0,3.0,5.0,5.0,5.0,3.0,0.6451612903225806,5.0,3.0,1.0
1.0,4.0,5.0,3.0,2.0,2.0,2.2983870967741935,3.0,5.0,2.0
1.0,4.0,3.0,1.0,1.0,5.0,0.967741935483871,3.0,4.0,5.0
0.0,1.0,4.0,3.0,3.0,1.0,1.0080645161290323,2.0,3.0,1.0
1.0,4.0,5.0,1.0,4.0,5.0,0.5645161290322581,5.0,5.0,3.0
1.0,4.0,5.0,5.0,5.0,4.0,1.8951612903225807,4.0,2.0,3.0
0.0,4.0,3.0,1.0,3.0,3.0,1.7741935483870968,5.0,1.0,5.0
0.0,1.0,3.0,3.0,1.0,1.0,1.5725806451612903,3.0,5.0,1.0
1.0,4.0,5.0,1.0,3.0,5.0,0.7661290322580645,5.0,4.0,5.0
0.0,4.0,5.0,2.0,4.0,5.0,1.3709677419354838,1.0,4.0,5.0
1.0,5.0,4.0,3.0,4.0,5.0,0.8467741935483871,2.0,2.0,1.0
0.0,1.0,5.0,5.0,1.0,1.0,1.5725806451612903,3.0,2.0,1.0
0.0,2.0,2.0,5.0,3.0,2.0,2.096774193548387,5.0,5.0,1.0
1.0,5.0,3.0,2.0,2.0,5.0,1.3709677419354838,5.0,5.0,4.0
1.0,5.0,5.0,1.0,2.0,5.0,0.24193548387096775,5.0,3.0,1.0
0.0,3.0,5.0,3.0,4.0,4.0,0.4032258064516129,5.0,3.0,4.0
0.0,3.0,4.0,1.0,3.0,4.0,0.6451612903225806,4.0,4.0,5.0
1.0,3.0,5.0,2.0,2.0,5.0,0.7661290322580645,5.0,5.0,4.0
1.0,3.0,4.0,1.0,3.0,5.0,0.6854838709677419,5.0,4.0,4.0
1.0,4.0,5.0,1.0,5.0,3.0,0.6451612903225806,5.0,4.0,5.0
1.0,2.0,4.0,2.0,1.0,3.0,1.2903225806451613,3.0,4.0,1.0
0.0,2.0,4.0,5.0,3.0,3.0,1.7338709677419355,2.0,4.0,3.0
1.0,5.0,5.0,3.0,4.0,4.0,0.5645161290322581,5.0,5.0,3.0
1.0,3.0,4.0,2.0,3.0,3.0,0.967741935483871,4.0,4.0,1.0
0.0,5.0,5.0,5.0,3.0,2.0,0.6451612903225806,2.0,5.0,1.0
1.0,5.0,5.0,1.0,3.0,5.0,1.3709677419354838,5.0,5.0,3.0
1.0,5.0,5.0,1.0,5.0,2.0,1.25,5.0,5.0,2.0
1.0,3.0,5.0,5.0,1.0,4.0,1.5725806451612903,1.0,1.0,1.0
0.0,5.0,3.0,3.0,3.0,5.0,0.8870967741935484,5.0,5.0,5.0
1.0,5.0,5.0,3.0,3.0,3.0,0.3629032258064516,2.0,5.0,1.0
1.0,4.0,5.0,2.0,2.0,4.0,0.3629032258064516,5.0,3.0,5.0
0.0,3.0,4.0,1.0,5.0,3.0,0.5645161290322581,5.0,5.0,4.0
1.0,5.0,5.0,3.0,4.0,5.0,0.6854838709677419,5.0,3.0,3.0
0.0,5.0,3.0,5.0,2.0,1.0,1.3709677419354838,4.0,5.0,4.0
0.0,1.0,5.0,4.0,4.0,2.0,1.1290322580645162,5.0,2.0,1.0
1.0,5.0,4.0,2.0,3.0,5.0,1.3709677419354838,3.0,4.0,5.0
1.0,2.0,5.0,2.0,3.0,3.0,0.3629032258064516,5.0,4.0,4.0
1.0,5.0,5.0,4.0,3.0,5.0,0.3629032258064516,5.0,4.0,3.0
1.0,5.0,2.0,4.0,3.0,5.0,0.8870967741935484,5.0,1.0,1.0
1.0,2.0,5.0,4.0,3.0,2.0,1.532258064516129,5.0,2.0,1.0
1.0,5.0,4.0,1.0,3.0,4.0,0.5645161290322581,4.0,5.0,4.0
0.0,5.0,3.0,2.0,3.0,5.0,0.5645161290322581,5.0,5.0,4.0
1.0,3.0,5.0,1.0,3.0,5.0,0.3629032258064516,2.0,4.0,5.0
0.0,2.0,3.0,3.0,2.0,4.0,1.3306451612903225,4.0,4.0,3.0
1.0,4.0,4.0,2.0,4.0,5.0,0.12096774193548387,5.0,4.0,4.0
0.0,1.0,5.0,1.0,5.0,2.0,1.4516129032258065,1.0,3.0,5.0
0.0,1.0,5.0,5.0,3.0,3.0,1.5725806451612903,4.0,1.0,1.0
1.0,1.0,5.0,1.0,1.0,3.0,1.3709677419354838,5.0,5.0,5.0
1.0,5.0,5.0,1.0,4.0,4.0,0.967741935483871,5.0,5.0,5.0
0.0,3.0,4.0,2.0,3.0,4.0,0.8467741935483871,3.0,5.0,5.0
1.0,2.0,4.0,2.0,2.0,5.0,0.24193548387096775,5.0,3.0,4.0
1.0,4.0,5.0,1.0,4.0,3.0,0.5645161290322581,5.0,5.0,3.0
1.0,4.0,3.0,2.0,4.0,3.0,1.7741935483870968,3.0,3.0,2.0
0.0,5.0,3.0,1.0,2.0,4.0,0.6048387096774194,4.0,4.0,4.0
1.0,3.0,2.0,2.0,3.0,5.0,0.28225806451612906,4.0,4.0,1.0
1.0,1.0,5.0,5.0,3.0,5.0,1.1290322580645162,5.0,5.0,5.0
1.0,2.0,4.0,2.0,5.0,3.0,0.967741935483871,1.0,5.0,5.0
0.0,3.0,3.0,3.0,2.0,2.0,1.532258064516129,3.0,5.0,2.0
1.0,1.0,4.0,5.0,3.0,4.0,1.8951612903225807,4.0,5.0,4.0
0.0,3.0,5.0,5.0,4.0,4.0,0.4838709677419355,4.0,3.0,5.0
0.0,2.0,2.0,3.0,2.0,3.0,0.4435483870967742,5.0,5.0,3.0
0.0,1.0,5.0,5.0,3.0,2.0,2.096774193548387,3.0,4.0,1.0
1.0,5.0,5.0,2.0,3.0,5.0,0.28225806451612906,4.0,5.0,3.0
1.0,4.0,4.0,1.0,2.0,4.0,0.3225806451612903,2.0,3.0,5.0
0.0,5.0,3.0,1.0,3.0,2.0,0.8870967741935484,2.0,4.0,4.0
1.0,2.0,5.0,1.0,5.0,2.0,0.967741935483871,5.0,4.0,5.0
1.0,1.0,3.0,2.0,2.0,4.0,0.7661290322580645,1.0,5.0,1.0
1.0,1.0,5.0,4.0,3.0,4.0,1.9758064516129032,1.0,4.0,3.0
1.0,3.0,5.0,2.0,5.0,4.0,0.4032258064516129,5.0,5.0,5.0
0.0,1.0,3.0,1.0,5.0,5.0,0.28225806451612906,5.0,3.0,3.0
1.0,3.0,3.0,3.0,3.0,3.0,0.6451612903225806,5.0,4.0,3.0
1.0,3.0,4.0,3.0,5.0,4.0,1.2903225806451613,2.0,5.0,4.0
1.0,3.0,4.0,3.0,3.0,4.0,0.5645161290322581,3.0,5.0,3.0
0.0,5.0,2.0,5.0,2.0,5.0,0.6451612903225806,3.0,2.0,4.0
1.0,1.0,5.0,4.0,2.0,4.0,1.7741935483870968,3.0,2.0,1.0
1.0,3.0,4.0,1.0,3.0,2.0,0.3225806451612903,4.0,5.0,5.0
0.0,3.0,3.0,3.0,1.0,3.0,1.4112903225806452,3.0,5.0,2.0
1.0,2.0,4.0,2.0,3.0,4.0,0.3629032258064516,3.0,3.0,1.0
1.0,1.0,3.0,2.0,2.0,3.0,1.3709677419354838,2.0,3.0,3.0
1.0,3.0,3.0,4.0,3.0,5.0,0.6048387096774194,5.0,5.0,1.0
1.0,3.0,3.0,2.0,2.0,5.0,0.4435483870967742,5.0,5.0,5.0
